champion,opgg_key,opgg_patch,opgg_region,opgg_rank_tier,position,opgg_tier_raw,opgg_tier_label,opgg_rank,opgg_win_rate,opgg_pick_rate,opgg_ban_rate,opgg_role_rate,data_source,leaguepedia_patch
Blitzcrank,blitzcrank,16.11,global,platinum_plus,SUPPORT,2,Tier 2,8,0.51007,0.0526387,0.121318,0.99233,opgg_scraped,26.11
Shen,shen,16.11,global,platinum_plus,TOP,2,Tier 2,9,0.512279,0.0363686,0.00947073,0.740963,opgg_scraped,26.11
Milio,milio,16.11,global,platinum_plus,SUPPORT,2,Tier 2,9,0.506761,0.0631653,0.0461613,0.998676,opgg_scraped,26.11
Miss Fortune,missfortune,16.11,global,platinum_plus,ADC,2,Tier 2,9,0.505072,0.0857539,0.0152956,0.95733,opgg_scraped,26.11
Singed,singed,16.11,global,platinum_plus,TOP,2,Tier 2,10,0.518587,0.025475399999999995,0.0101009,0.832134,opgg_scraped,26.11
Soraka,soraka,16.11,global,platinum_plus,SUPPORT,2,Tier 2,10,0.511006,0.0492972,0.0234533,0.982285,opgg_scraped,26.11
Xin Zhao,xinzhao,16.11,global,platinum_plus,MID,2,Tier 2,11,0.527644,0.0181321,0.0823872,0.16716,opgg_scraped,26.11
Gangplank,gangplank,16.11,global,platinum_plus,TOP,2,Tier 2,11,0.505622,0.0512075,0.0504403,0.914587,opgg_scraped,26.11
Naafiri,naafiri,16.11,global,platinum_plus,JUNGLE,2,Tier 2,11,0.503157,0.0576536,0.310287,0.623909,opgg_scraped,26.11
Lulu,lulu,16.11,global,platinum_plus,SUPPORT,2,Tier 2,11,0.498055,0.08194410000000002,0.0726798,0.990569,opgg_scraped,26.11
Rell,rell,16.11,global,platinum_plus,SUPPORT,2,Tier 2,12,0.515219,0.0341808,0.0106399,0.991489,opgg_scraped,26.11
Yone,yone,16.11,global,platinum_plus,TOP,2,Tier 2,12,0.499564,0.0656474,0.0662769,0.510497,opgg_scraped,26.11
Zed,zed,16.11,global,platinum_plus,MID,2,Tier 2,12,0.495883,0.077245,0.271315,0.734376,opgg_scraped,26.11
Graves,graves,16.11,global,platinum_plus,JUNGLE,2,Tier 2,12,0.49461799999999995,0.110794,0.126893,0.970563,opgg_scraped,26.11
Lissandra,lissandra,16.11,global,platinum_plus,MID,2,Tier 2,13,0.5088,0.0460785,0.028862900000000004,0.87041,opgg_scraped,26.11
Irelia,irelia,16.11,global,platinum_plus,TOP,2,Tier 2,13,0.505995,0.0415384,0.13491,0.588599,opgg_scraped,26.11
Viego,viego,16.11,global,platinum_plus,JUNGLE,2,Tier 2,13,0.495907,0.0937062,0.0809207,0.964744,opgg_scraped,26.11
Nami,nami,16.11,global,platinum_plus,SUPPORT,2,Tier 2,13,0.495834,0.0882943,0.0197052,0.998927,opgg_scraped,26.11
Veigar,veigar,16.11,global,platinum_plus,MID,2,Tier 2,14,0.509747,0.04258979999999999,0.0149752,0.733449,opgg_scraped,26.11
Diana,diana,16.11,global,platinum_plus,JUNGLE,2,Tier 2,14,0.501796,0.061628600000000006,0.0688422,0.562326,opgg_scraped,26.11
Darius,darius,16.11,global,platinum_plus,TOP,2,Tier 2,14,0.495966,0.0717288,0.143818,0.883794,opgg_scraped,26.11
Vex,vex,16.11,global,platinum_plus,MID,2,Tier 2,15,0.517756,0.0273896,0.0322649,0.948229,opgg_scraped,26.11
Jarvan IV,jarvaniv,16.11,global,platinum_plus,JUNGLE,2,Tier 2,15,0.501111,0.0619383,0.012824900000000002,0.908353,opgg_scraped,26.11
Twisted Fate,twistedfate,16.11,global,platinum_plus,MID,2,Tier 2,16,0.504468,0.0494114,0.00955335,0.844195,opgg_scraped,26.11
Akali,akali,16.11,global,platinum_plus,MID,2,Tier 2,17,0.496102,0.06210990000000001,0.17999700000000002,0.698892,opgg_scraped,26.11
Ekko,ekko,16.11,global,platinum_plus,MID,2,Tier 2,18,0.508388,0.0318292,0.019638,0.423685,opgg_scraped,26.11
Yasuo,yasuo,16.11,global,platinum_plus,MID,2,Tier 2,19,0.48654,0.0774377,0.175125,0.653917,opgg_scraped,26.11
Annie,annie,16.11,global,platinum_plus,MID,2,Tier 2,20,0.508901,0.027073799999999995,0.008185,0.841824,opgg_scraped,26.11
Sylas,sylas,16.11,global,platinum_plus,MID,2,Tier 2,21,0.488284,0.0644335,0.111239,0.488587,opgg_scraped,26.11
Yone,yone,16.11,global,platinum_plus,MID,2,Tier 2,22,0.490377,0.0604889,0.0662812,0.476795,opgg_scraped,26.11
Twitch,twitch,16.11,global,platinum_plus,ADC,3,Tier 3,10,0.509558,0.0503299,0.0598612,0.866621,opgg_scraped,26.11
Swain,swain,16.11,global,platinum_plus,ADC,3,Tier 3,11,0.532918,0.012169099999999999,0.0268841,0.221891,opgg_scraped,26.11
Kog'Maw,kogmaw,16.11,global,platinum_plus,ADC,3,Tier 3,12,0.524562,0.0171791,0.00406889,0.815207,opgg_scraped,26.11
Xayah,xayah,16.11,global,platinum_plus,ADC,3,Tier 3,13,0.510762,0.0355642,0.0045533,0.993907,opgg_scraped,26.11
Samira,samira,16.11,global,platinum_plus,ADC,3,Tier 3,14,0.502804,0.05089350000000001,0.0719762,0.988714,opgg_scraped,26.11
Morgana,morgana,16.11,global,platinum_plus,SUPPORT,3,Tier 3,14,0.501778,0.0525273,0.18886299999999998,0.847446,opgg_scraped,26.11
Olaf,olaf,16.11,global,platinum_plus,TOP,3,Tier 3,15,0.51501,0.0249669,0.0247255,0.85312,opgg_scraped,26.11
Lux,lux,16.11,global,platinum_plus,SUPPORT,3,Tier 3,15,0.493947,0.08125149999999999,0.0542544,0.606583,opgg_scraped,26.11
Kai'Sa,kaisa,16.11,global,platinum_plus,ADC,3,Tier 3,15,0.48626,0.119563,0.013774700000000003,0.96561,opgg_scraped,26.11
Nasus,nasus,16.11,global,platinum_plus,JUNGLE,3,Tier 3,16,0.526754,0.00924568,0.0371887,0.197952,opgg_scraped,26.11
Xin Zhao,xinzhao,16.11,global,platinum_plus,TOP,3,Tier 3,16,0.510768,0.028076900000000002,0.0824413,0.255361,opgg_scraped,26.11
Pyke,pyke,16.11,global,platinum_plus,SUPPORT,3,Tier 3,16,0.49727400000000005,0.0643845,0.214635,0.986922,opgg_scraped,26.11
Ezreal,ezreal,16.11,global,platinum_plus,ADC,3,Tier 3,16,0.476453,0.16612400000000002,0.0771141,0.939573,opgg_scraped,26.11
Zilean,zilean,16.11,global,platinum_plus,SUPPORT,3,Tier 3,17,0.517645,0.0244591,0.010218,0.876156,opgg_scraped,26.11
Shaco,shaco,16.11,global,platinum_plus,JUNGLE,3,Tier 3,17,0.498944,0.0522506,0.212714,0.76302,opgg_scraped,26.11
Mordekaiser,mordekaiser,16.11,global,platinum_plus,TOP,3,Tier 3,17,0.498269,0.0543584,0.0925427,0.904713,opgg_scraped,26.11
Vayne,vayne,16.11,global,platinum_plus,ADC,3,Tier 3,17,0.49649,0.055746500000000004,0.120965,0.612501,opgg_scraped,26.11
Veigar,veigar,16.11,global,platinum_plus,ADC,3,Tier 3,18,0.530296,0.00920267,0.0147645,0.161392,opgg_scraped,26.11
Warwick,warwick,16.11,global,platinum_plus,TOP,3,Tier 3,18,0.52139,0.0147511,0.0281035,0.262761,opgg_scraped,26.11
Rek'Sai,reksai,16.11,global,platinum_plus,JUNGLE,3,Tier 3,18,0.515496,0.0197392,0.0141504,0.901843,opgg_scraped,26.11
Brand,brand,16.11,global,platinum_plus,SUPPORT,3,Tier 3,18,0.503382,0.043306399999999995,0.125605,0.420622,opgg_scraped,26.11
Ziggs,ziggs,16.11,global,platinum_plus,ADC,3,Tier 3,19,0.517581,0.0186141,0.00565266,0.639926,opgg_scraped,26.11
Vel'Koz,velkoz,16.11,global,platinum_plus,SUPPORT,3,Tier 3,19,0.507088,0.037855,0.0166821,0.621985,opgg_scraped,26.11
Yorick,yorick,16.11,global,platinum_plus,TOP,3,Tier 3,19,0.500568,0.0448149,0.09144429999999999,0.936012,opgg_scraped,26.11
Vi,vi,16.11,global,platinum_plus,JUNGLE,3,Tier 3,19,0.49922400000000006,0.0561191,0.0143958,0.929422,opgg_scraped,26.11
Janna,janna,16.11,global,platinum_plus,SUPPORT,3,Tier 3,20,0.512107,0.029183,0.00544559,0.990397,opgg_scraped,26.11
Fiddlesticks,fiddlesticks,16.11,global,platinum_plus,JUNGLE,3,Tier 3,20,0.51097,0.020829,0.011830200000000003,0.68959,opgg_scraped,26.11
Aatrox,aatrox,16.11,global,platinum_plus,TOP,3,Tier 3,20,0.496851,0.0538533,0.077402,0.81365,opgg_scraped,26.11
Varus,varus,16.11,global,platinum_plus,ADC,3,Tier 3,20,0.494416,0.0596685,0.0472752,0.757012,opgg_scraped,26.11
Sona,sona,16.11,global,platinum_plus,SUPPORT,3,Tier 3,21,0.514604,0.0257312,0.00217579,0.992742,opgg_scraped,26.11
Tryndamere,tryndamere,16.11,global,platinum_plus,TOP,3,Tier 3,21,0.505738,0.0325082,0.023671100000000004,0.822149,opgg_scraped,26.11
Talon,talon,16.11,global,platinum_plus,JUNGLE,3,Tier 3,21,0.498641,0.0443793,0.0657404,0.651129,opgg_scraped,26.11
Lucian,lucian,16.11,global,platinum_plus,ADC,3,Tier 3,21,0.488121,0.08372030000000001,0.0276818,0.967092,opgg_scraped,26.11
Nilah,nilah,16.11,global,platinum_plus,ADC,3,Tier 3,22,0.523795,0.012179600000000002,0.0210838,0.987131,opgg_scraped,26.11
Ekko,ekko,16.11,global,platinum_plus,JUNGLE,3,Tier 3,22,0.499992,0.0407938,0.0196536,0.545239,opgg_scraped,26.11
Jax,jax,16.11,global,platinum_plus,TOP,3,Tier 3,22,0.496873,0.049208600000000005,0.100342,0.675386,opgg_scraped,26.11
Karma,karma,16.11,global,platinum_plus,SUPPORT,3,Tier 3,22,0.492349,0.0750822,0.05986899999999999,0.953029,opgg_scraped,26.11
Karthus,karthus,16.11,global,platinum_plus,ADC,3,Tier 3,23,0.533636,0.006691249999999999,0.00966424,0.297897,opgg_scraped,26.11
Evelynn,evelynn,16.11,global,platinum_plus,JUNGLE,3,Tier 3,23,0.506965,0.025768,0.0239975,0.963979,opgg_scraped,26.11
Xerath,xerath,16.11,global,platinum_plus,SUPPORT,3,Tier 3,23,0.50025,0.0371995,0.103299,0.370365,opgg_scraped,26.11
Renekton,renekton,16.11,global,platinum_plus,TOP,3,Tier 3,23,0.49690200000000007,0.0481297,0.0345327,0.946108,opgg_scraped,26.11
Galio,galio,16.11,global,platinum_plus,MID,3,Tier 3,23,0.4965490000000001,0.0403904,0.015209000000000002,0.782417,opgg_scraped,26.11
Udyr,udyr,16.11,global,platinum_plus,JUNGLE,3,Tier 3,24,0.510333,0.020492200000000002,0.00907835,0.766899,opgg_scraped,26.11
Tahm Kench,tahmkench,16.11,global,platinum_plus,SUPPORT,3,Tier 3,24,0.506533,0.028760999999999995,0.0290808,0.515634,opgg_scraped,26.11
Illaoi,illaoi,16.11,global,platinum_plus,TOP,3,Tier 3,24,0.505975,0.0281731,0.0525168,0.965391,opgg_scraped,26.11
Zeri,zeri,16.11,global,platinum_plus,ADC,3,Tier 3,24,0.501268,0.0361987,0.00449956,0.961178,opgg_scraped,26.11
Anivia,anivia,16.11,global,platinum_plus,MID,3,Tier 3,24,0.500034,0.029795100000000005,0.0363292,0.639328,opgg_scraped,26.11
Vel'Koz,velkoz,16.11,global,platinum_plus,ADC,3,Tier 3,25,0.530093,0.006593470000000001,0.0162953,0.111627,opgg_scraped,26.11
Taric,taric,16.11,global,platinum_plus,SUPPORT,3,Tier 3,25,0.522838,0.011932999999999997,0.00252404,0.94644,opgg_scraped,26.11
Amumu,amumu,16.11,global,platinum_plus,JUNGLE,3,Tier 3,25,0.507065,0.0248819,0.0147204,0.818224,opgg_scraped,26.11
Hwei,hwei,16.11,global,platinum_plus,MID,3,Tier 3,25,0.497732,0.033716,0.0156052,0.734987,opgg_scraped,26.11
Bel'Veth,belveth,16.11,global,platinum_plus,JUNGLE,3,Tier 3,26,0.509821,0.0174088,0.0222141,0.929963,opgg_scraped,26.11
Zyra,zyra,16.11,global,platinum_plus,SUPPORT,3,Tier 3,26,0.502907,0.0309076,0.0290165,0.738363,opgg_scraped,26.11
Sivir,sivir,16.11,global,platinum_plus,ADC,3,Tier 3,26,0.49743200000000004,0.0401312,0.0172914,0.988216,opgg_scraped,26.11
Syndra,syndra,16.11,global,platinum_plus,MID,3,Tier 3,26,0.492699,0.0390397,0.0226351,0.914178,opgg_scraped,26.11
Maokai,maokai,16.11,global,platinum_plus,SUPPORT,3,Tier 3,27,0.513581,0.0181622,0.00181017,0.693954,opgg_scraped,26.11
Vel'Koz,velkoz,16.11,global,platinum_plus,MID,3,Tier 3,27,0.511862,0.0145489,0.016596,0.24187,opgg_scraped,26.11
Nunu & Willump,nunu,16.11,global,platinum_plus,JUNGLE,3,Tier 3,27,0.508046,0.0192097,0.005569769999999999,0.739449,opgg_scraped,26.11
Tristana,tristana,16.11,global,platinum_plus,ADC,3,Tier 3,27,0.496201,0.04237130000000001,0.0116682,0.895039,opgg_scraped,26.11
Sion,sion,16.11,global,platinum_plus,MID,3,Tier 3,28,0.520657,0.00919588,0.0141844,0.130966,opgg_scraped,26.11
Yasuo,yasuo,16.11,global,platinum_plus,ADC,3,Tier 3,28,0.515783,0.0108761,0.17358,0.0935298,opgg_scraped,26.11
Lillia,lillia,16.11,global,platinum_plus,JUNGLE,3,Tier 3,28,0.50338,0.0260673,0.0163469,0.970884,opgg_scraped,26.11
Alistar,alistar,16.11,global,platinum_plus,SUPPORT,3,Tier 3,28,0.498559,0.0371754,0.014168,0.958048,opgg_scraped,26.11
Rakan,rakan,16.11,global,platinum_plus,SUPPORT,3,Tier 3,29,0.499247,0.0326914,0.00279882,0.98762,opgg_scraped,26.11
Aphelios,aphelios,16.11,global,platinum_plus,ADC,3,Tier 3,29,0.493677,0.0408209,0.0149446,0.987092,opgg_scraped,26.11
LeBlanc,leblanc,16.11,global,platinum_plus,MID,3,Tier 3,29,0.49036900000000005,0.0383639,0.129359,0.844689,opgg_scraped,26.11
Zoe,zoe,16.11,global,platinum_plus,MID,3,Tier 3,30,0.497409,0.0286953,0.0417924,0.735414,opgg_scraped,26.11
Riven,riven,16.11,global,platinum_plus,MID,3,Tier 3,31,0.516384,0.0111356,0.0202689,0.262674,opgg_scraped,26.11
Irelia,irelia,16.11,global,platinum_plus,MID,3,Tier 3,32,0.495529,0.0276383,0.134843,0.396973,opgg_scraped,26.11
Brand,brand,16.11,global,platinum_plus,MID,3,Tier 3,33,0.506194,0.0151885,0.125131,0.149263,opgg_scraped,26.11
Aurora,aurora,16.11,global,platinum_plus,MID,3,Tier 3,34,0.496478,0.027664599999999998,0.0206007,0.809262,opgg_scraped,26.11
Kassadin,kassadin,16.11,global,platinum_plus,MID,3,Tier 3,35,0.49575899999999995,0.0251958,0.0209576,0.955738,opgg_scraped,26.11
Aurelion Sol,aurelionsol,16.11,global,platinum_plus,MID,3,Tier 3,36,0.501096,0.0194467,0.00794107,0.712079,opgg_scraped,26.11
Talon,talon,16.11,global,platinum_plus,MID,3,Tier 3,37,0.496051,0.0230267,0.0656824,0.336467,opgg_scraped,26.11
Swain,swain,16.11,global,platinum_plus,MID,3,Tier 3,38,0.518057,0.00786799,0.0268141,0.140877,opgg_scraped,26.11
Akshan,akshan,16.11,global,platinum_plus,MID,3,Tier 3,39,0.49646499999999993,0.022806000000000003,0.0212752,0.879383,opgg_scraped,26.11
Pantheon,pantheon,16.11,global,platinum_plus,MID,3,Tier 3,40,0.510134,0.00968187,0.0207256,0.118842,opgg_scraped,26.11
Malphite,malphite,16.11,global,platinum_plus,MID,3,Tier 3,41,0.505782,0.00961975,0.18948299999999998,0.0979002,opgg_scraped,26.11
Cassiopeia,cassiopeia,16.11,global,platinum_plus,MID,3,Tier 3,42,0.498583,0.0167779,0.0158572,0.674298,opgg_scraped,26.11
Ryze,ryze,16.11,global,platinum_plus,MID,3,Tier 3,43,0.483097,0.0335749,0.00771224,0.798086,opgg_scraped,26.11
Qiyana,qiyana,16.11,global,platinum_plus,MID,3,Tier 3,44,0.493145,0.0202359,0.0130254,0.639274,opgg_scraped,26.11
Kayle,kayle,16.11,global,platinum_plus,MID,3,Tier 3,45,0.517122,0.00511488,0.0260247,0.154368,opgg_scraped,26.11
Kled,kled,16.11,global,platinum_plus,TOP,4,Tier 4,25,0.515923,0.014612199999999999,0.00804651,0.899095,opgg_scraped,26.11
Urgot,urgot,16.11,global,platinum_plus,TOP,4,Tier 4,26,0.506443,0.0244856,0.00869101,0.954386,opgg_scraped,26.11
Tahm Kench,tahmkench,16.11,global,platinum_plus,TOP,4,Tier 4,27,0.506668,0.0227725,0.0290409,0.407534,opgg_scraped,26.11
Nasus,nasus,16.11,global,platinum_plus,TOP,4,Tier 4,28,0.499741,0.0333872,0.0381416,0.702337,opgg_scraped,26.11
Sejuani,sejuani,16.11,global,platinum_plus,JUNGLE,4,Tier 4,29,0.506171,0.0190381,0.00192048,0.83913,opgg_scraped,26.11
Cho'Gath,chogath,16.11,global,platinum_plus,TOP,4,Tier 4,29,0.505072,0.0248766,0.00730538,0.666882,opgg_scraped,26.11
Teemo,teemo,16.11,global,platinum_plus,ADC,4,Tier 4,30,0.515308,0.00820704,0.122752,0.101257,opgg_scraped,26.11
Poppy,poppy,16.11,global,platinum_plus,SUPPORT,4,Tier 4,30,0.505685,0.0170431,0.022452700000000003,0.503506,opgg_scraped,26.11
Pantheon,pantheon,16.11,global,platinum_plus,TOP,4,Tier 4,30,0.500557,0.0267209,0.0208726,0.32358,opgg_scraped,26.11
Kha'Zix,khazix,16.11,global,platinum_plus,JUNGLE,4,Tier 4,30,0.490023,0.0522502,0.0293299,0.993097,opgg_scraped,26.11
Akali,akali,16.11,global,platinum_plus,TOP,4,Tier 4,31,0.496522,0.0267682,0.17976200000000003,0.297159,opgg_scraped,26.11
Sylas,sylas,16.11,global,platinum_plus,JUNGLE,4,Tier 4,31,0.487058,0.0460359,0.111207,0.350512,opgg_scraped,26.11
Draven,draven,16.11,global,platinum_plus,ADC,4,Tier 4,31,0.487027,0.0388149,0.107653,0.950535,opgg_scraped,26.11
Pantheon,pantheon,16.11,global,platinum_plus,SUPPORT,4,Tier 4,31,0.485401,0.0330068,0.020899800000000003,0.400422,opgg_scraped,26.11
Hwei,hwei,16.11,global,platinum_plus,ADC,4,Tier 4,32,0.522068,0.00573812,0.0151663,0.127385,opgg_scraped,26.11
Darius,darius,16.11,global,platinum_plus,JUNGLE,4,Tier 4,32,0.512262,0.00778719,0.14262,0.097655,opgg_scraped,26.11
Fiora,fiora,16.11,global,platinum_plus,TOP,4,Tier 4,32,0.496972,0.0287878,0.0385872,0.935053,opgg_scraped,26.11
Shaco,shaco,16.11,global,platinum_plus,SUPPORT,4,Tier 4,32,0.493778,0.0146417,0.211923,0.210457,opgg_scraped,26.11
Vladimir,vladimir,16.11,global,platinum_plus,ADC,4,Tier 4,33,0.517689,0.00613761,0.0607881,0.0909967,opgg_scraped,26.11
Aatrox,aatrox,16.11,global,platinum_plus,JUNGLE,4,Tier 4,33,0.509483,0.0100576,0.076801,0.154659,opgg_scraped,26.11
Heimerdinger,heimerdinger,16.11,global,platinum_plus,TOP,4,Tier 4,33,0.507231,0.0157661,0.0227173,0.676225,opgg_scraped,26.11
Yuumi,yuumi,16.11,global,platinum_plus,SUPPORT,4,Tier 4,33,0.4730730000000001,0.0476212,0.0588789,0.998544,opgg_scraped,26.11
Ivern,ivern,16.11,global,platinum_plus,JUNGLE,4,Tier 4,34,0.509644,0.010167500000000001,0.00316423,0.790642,opgg_scraped,26.11
Volibear,volibear,16.11,global,platinum_plus,TOP,4,Tier 4,34,0.494843,0.0305277,0.0190783,0.706665,opgg_scraped,26.11
Swain,swain,16.11,global,platinum_plus,SUPPORT,4,Tier 4,34,0.481251,0.0303237,0.0270736,0.536618,opgg_scraped,26.11
Yunara,yunara,16.11,global,platinum_plus,ADC,4,Tier 4,34,0.477944,0.0445216,0.0129576,0.99342,opgg_scraped,26.11
Amumu,amumu,16.11,global,platinum_plus,SUPPORT,4,Tier 4,35,0.513461,0.00539421,0.0142295,0.1746,opgg_scraped,26.11
Camille,camille,16.11,global,platinum_plus,TOP,4,Tier 4,35,0.49979300000000004,0.023019400000000002,0.00811566,0.677873,opgg_scraped,26.11
Zac,zac,16.11,global,platinum_plus,JUNGLE,4,Tier 4,35,0.49892900000000007,0.0203356,0.0080056,0.71659,opgg_scraped,26.11
Renata Glasc,renata,16.11,global,platinum_plus,SUPPORT,4,Tier 4,36,0.498861,0.0100571,0.00144613,0.991898,opgg_scraped,26.11
Hecarim,hecarim,16.11,global,platinum_plus,JUNGLE,4,Tier 4,36,0.490709,0.0346884,0.0247973,0.996113,opgg_scraped,26.11
Vayne,vayne,16.11,global,platinum_plus,TOP,4,Tier 4,36,0.489969,0.0332468,0.120872,0.353878,opgg_scraped,26.11
Wukong,monkeyking,16.11,global,platinum_plus,TOP,4,Tier 4,37,0.513236,0.0099357,0.012025700000000002,0.173859,opgg_scraped,26.11
Jax,jax,16.11,global,platinum_plus,JUNGLE,4,Tier 4,37,0.495106,0.021516700000000003,0.100221,0.300568,opgg_scraped,26.11
Neeko,neeko,16.11,global,platinum_plus,SUPPORT,4,Tier 4,37,0.48658699999999994,0.0181863,0.00894069,0.771815,opgg_scraped,26.11
Galio,galio,16.11,global,platinum_plus,SUPPORT,4,Tier 4,38,0.49794199999999994,0.00865384,0.014994,0.165681,opgg_scraped,26.11
Nidalee,nidalee,16.11,global,platinum_plus,JUNGLE,4,Tier 4,38,0.494668,0.0244421,0.0103635,0.858547,opgg_scraped,26.11
Riven,riven,16.11,global,platinum_plus,TOP,4,Tier 4,38,0.492993,0.0293461,0.020376400000000003,0.682927,opgg_scraped,26.11
Elise,elise,16.11,global,platinum_plus,SUPPORT,4,Tier 4,39,0.504652,0.006048180000000001,0.0109151,0.239086,opgg_scraped,26.11
Elise,elise,16.11,global,platinum_plus,JUNGLE,4,Tier 4,39,0.499315,0.0177576,0.0111361,0.713158,opgg_scraped,26.11
Zaahen,zaahen,16.11,global,platinum_plus,TOP,4,Tier 4,39,0.497304,0.0228525,0.0195507,0.773019,opgg_scraped,26.11
Shen,shen,16.11,global,platinum_plus,SUPPORT,4,Tier 4,40,0.49969700000000006,0.007108100000000001,0.00931016,0.14508,opgg_scraped,26.11
Kindred,kindred,16.11,global,platinum_plus,JUNGLE,4,Tier 4,40,0.49359499999999995,0.0232066,0.0129703,0.962037,opgg_scraped,26.11
Jayce,jayce,16.11,global,platinum_plus,TOP,4,Tier 4,40,0.48387299999999994,0.0452557,0.0445919,0.648478,opgg_scraped,26.11
Zyra,zyra,16.11,global,platinum_plus,JUNGLE,4,Tier 4,41,0.506305,0.0075453,0.0283261,0.183127,opgg_scraped,26.11
Gnar,gnar,16.11,global,platinum_plus,TOP,4,Tier 4,41,0.489023,0.0334348,0.0101899,0.982971,opgg_scraped,26.11
Volibear,volibear,16.11,global,platinum_plus,JUNGLE,4,Tier 4,42,0.499742,0.011679299999999998,0.0189699,0.275165,opgg_scraped,26.11
K'Sante,ksante,16.11,global,platinum_plus,TOP,4,Tier 4,42,0.483502,0.0433689,0.0265189,0.954855,opgg_scraped,26.11
Zaahen,zaahen,16.11,global,platinum_plus,JUNGLE,4,Tier 4,43,0.511172,0.00532808,0.0188715,0.183435,opgg_scraped,26.11
Quinn,quinn,16.11,global,platinum_plus,TOP,4,Tier 4,43,0.505534,0.0123844,0.0193402,0.293153,opgg_scraped,26.11
Trundle,trundle,16.11,global,platinum_plus,JUNGLE,4,Tier 4,44,0.505764,0.00722657,0.00424488,0.292853,opgg_scraped,26.11
Gragas,gragas,16.11,global,platinum_plus,TOP,4,Tier 4,44,0.49552300000000005,0.0218837,0.00612838,0.608566,opgg_scraped,26.11
Poppy,poppy,16.11,global,platinum_plus,TOP,4,Tier 4,45,0.505529,0.011594,0.0223878,0.341905,opgg_scraped,26.11
Gwen,gwen,16.11,global,platinum_plus,MID,4,Tier 4,46,0.515299,0.005203910000000001,0.0223001,0.172065,opgg_scraped,26.11
Anivia,anivia,16.11,global,platinum_plus,TOP,4,Tier 4,46,0.509469,0.00889455,0.0360026,0.188288,opgg_scraped,26.11
Ambessa,ambessa,16.11,global,platinum_plus,TOP,4,Tier 4,47,0.4889859999999999,0.027977099999999998,0.0648417,0.592808,opgg_scraped,26.11
Orianna,orianna,16.11,global,platinum_plus,MID,4,Tier 4,47,0.475937,0.0343029,0.00748859,0.963593,opgg_scraped,26.11
Ziggs,ziggs,16.11,global,platinum_plus,MID,4,Tier 4,48,0.501884,0.00868904,0.005569679999999999,0.293328,opgg_scraped,26.11
Yasuo,yasuo,16.11,global,platinum_plus,TOP,4,Tier 4,48,0.484901,0.0294861,0.174948,0.245645,opgg_scraped,26.11
Cho'Gath,chogath,16.11,global,platinum_plus,MID,4,Tier 4,49,0.506815,0.006104799999999999,0.00717054,0.165886,opgg_scraped,26.11
Jayce,jayce,16.11,global,platinum_plus,MID,4,Tier 4,50,0.497095,0.0076056000000000006,0.0443273,0.110468,opgg_scraped,26.11
Taliyah,taliyah,16.11,global,platinum_plus,MID,4,Tier 4,51,0.488019,0.0124942,0.0027526,0.625088,opgg_scraped,26.11
Morgana,morgana,16.11,global,platinum_plus,MID,4,Tier 4,52,0.499276,0.00511039,0.183987,0.0834212,opgg_scraped,26.11
Mel,mel,16.11,global,platinum_plus,MID,4,Tier 4,53,0.45787700000000003,0.0356853,0.253725,0.483461,opgg_scraped,26.11
Mel,mel,16.11,global,platinum_plus,ADC,5,Tier 5,35,0.47822,0.0137258,0.25252,0.189372,opgg_scraped,26.11
Kalista,kalista,16.11,global,platinum_plus,ADC,5,Tier 5,36,0.480471,0.0136615,0.00233355,0.879305,opgg_scraped,26.11
Corki,corki,16.11,global,platinum_plus,ADC,5,Tier 5,37,0.47691,0.0140868,0.0031945000000000003,0.86124,opgg_scraped,26.11
LeBlanc,leblanc,16.11,global,platinum_plus,SUPPORT,5,Tier 5,41,0.494337,0.00611013,0.126606,0.132962,opgg_scraped,26.11
Fiddlesticks,fiddlesticks,16.11,global,platinum_plus,SUPPORT,5,Tier 5,42,0.497986,0.005519470000000001,0.0115333,0.179866,opgg_scraped,26.11
Hwei,hwei,16.11,global,platinum_plus,SUPPORT,5,Tier 5,43,0.494584,0.005718480000000001,0.015379399999999998,0.123205,opgg_scraped,26.11
Sylas,sylas,16.11,global,platinum_plus,SUPPORT,5,Tier 5,44,0.478075,0.0101996,0.109757,0.0764395,opgg_scraped,26.11
Taliyah,taliyah,16.11,global,platinum_plus,JUNGLE,5,Tier 5,45,0.504561,0.00531333,0.00271167,0.266917,opgg_scraped,26.11
Camille,camille,16.11,global,platinum_plus,SUPPORT,5,Tier 5,45,0.482548,0.00920547,0.00798116,0.271572,opgg_scraped,26.11
Teemo,teemo,16.11,global,platinum_plus,SUPPORT,5,Tier 5,46,0.486303,0.00645277,0.132128,0.0772652,opgg_scraped,26.11
Rengar,rengar,16.11,global,platinum_plus,JUNGLE,5,Tier 5,46,0.47342600000000007,0.037163,0.060335,0.91254,opgg_scraped,26.11
Skarner,skarner,16.11,global,platinum_plus,JUNGLE,5,Tier 5,47,0.493306,0.00960997,0.00254515,0.609839,opgg_scraped,26.11
Anivia,anivia,16.11,global,platinum_plus,SUPPORT,5,Tier 5,47,0.475563,0.00716869,0.0359016,0.152028,opgg_scraped,26.11
Fizz,fizz,16.11,global,platinum_plus,JUNGLE,5,Tier 5,48,0.497761,0.00628559,0.0930529,0.0881283,opgg_scraped,26.11
Zoe,zoe,16.11,global,platinum_plus,SUPPORT,5,Tier 5,48,0.468982,0.00881518,0.041442,0.223284,opgg_scraped,26.11
